Surname,Pays,Sexe,Age,Score_Credit,Avoirs,Revenus_annuels,Carte_Platine,Nb_Contrats_Vie,Client_Patrimonial,Anciennete,Resiliation
Yuan,France,Female,,623.0,152963.58,178842.68,1.0,2.0,1.0,22.0,0
Gardener,France,Female,32.0,676.0,,160930.82,1.0,2.0,1.0,16.0,0
Tyler,France,Male,25.0,665.0,191841.5,234513.14,0.0,1.0,,22.0,0
Corrie,France,,37.0,540.0,10000.0,293997.78,1.0,2.0,0.0,19.0,0
Chinonyelum,,,66.0,615.0,10000.0,159161.6,1.0,2.0,1.0,22.0,0
Donaldson,Spain,Female,32.0,733.0,10000.0,273250.28,1.0,2.0,0.0,16.0,0
Cleveland,Germany,Male,37.0,,260978.8,247141.06,1.0,1.0,0.0,19.0,0
Combes,,Male,34.0,689.0,340624.54,320991.26,1.0,1.0,0.0,4.0,0
Smith,France,,,682.0,307160.24,80358.36,1.0,1.0,0.0,,0
Moore,Spain,Male,55.0,552.0,10000.0,90667.88,1.0,1.0,1.0,10.0,0
Forster,Germany,Male,44.0,850.0,,382571.04,0.0,2.0,1.0,10.0,0
Lin,Spain,Male,25.0,669.0,324457.22,258765.8,1.0,2.0,0.0,22.0,0
Mai,Germany,Female,35.0,683.0,274742.6,382247.14,,2.0,0.0,4.0,0
Kazantsev,France,,39.0,776.0,260423.1,298992.14,1.0,2.0,0.0,25.0,0
Oluchukwu,France,Male,42.0,682.0,10000.0,331657.96,1.0,1.0,1.0,1.0,0
Folliero,Germany,Female,33.0,749.0,163384.44,70792.86,0.0,1.0,1.0,31.0,0
Chinedum,France,Male,38.0,430.0,10000.0,34101.54,1.0,2.0,1.0,28.0,0
Bednall,Spain,Female,34.0,680.0,10000.0,207899.7,1.0,2.0,0.0,22.0,0
Watt,France,Male,34.0,606.0,10000.0,333942.84,,1.0,0.0,16.0,0
Polyakov,Spain,Male,45.0,520.0,224046.06,75807.86,1.0,1.0,0.0,22.0,0
Santiago,France,Female,33.0,675.0,10000.0,78091.22,1.0,2.0,0.0,,0
Meagher,Spain,Male,35.0,567.0,316275.48,187318.14,1.0,1.0,0.0,25.0,0
Chimaijem,France,Male,36.0,,238870.94,63911.44,1.0,1.0,0.0,25.0,0
Boni,France,Female,38.0,568.0,,258972.56,0.0,1.0,1.0,10.0,0
Martin,Germany,Female,33.0,746.0,225736.28,302384.8,1.0,2.0,1.0,7.0,0
Rowe,France,Female,41.0,634.0,10000.0,272569.86,1.0,2.0,1.0,22.0,0
Sutherland,France,Male,25.0,550.0,10000.0,378442.22,1.0,2.0,1.0,1.0,0
Chimaijem,Germany,Female,30.0,,296680.88,301592.98,1.0,1.0,0.0,7.0,0
Mazzi,Germany,Male,50.0,516.0,,101182.46,1.0,2.0,0.0,22.0,0
Atkinson,Spain,Male,37.0,474.0,10000.0,124350.64,0.0,2.0,0.0,10.0,0
Parsons,France,Male,27.0,841.0,,353845.44,1.0,,0.0,25.0,0
Murray,Germany,Male,59.0,699.0,223639.3,337140.5,0.0,1.0,1.0,10.0,0
Millar,Germany,Male,36.0,671.0,243390.54,396403.72,0.0,1.0,,7.0,0
Kerr,France,Male,31.0,445.0,300113.18,361787.06,1.0,1.0,1.0,22.0,0
Odinakachukwu,France,Male,36.0,,180623.4,323463.82,0.0,1.0,1.0,22.0,0
Sal,France,Male,41.0,576.0,10000.0,386549.2,1.0,1.0,1.0,4.0,0
Duncan,France,Male,42.0,587.0,10000.0,256013.82,0.0,1.0,0.0,4.0,0
Marshall,France,Male,41.0,747.0,10000.0,55500.34,1.0,2.0,1.0,16.0,0
Tan,Spain,Male,44.0,593.0,10000.0,266093.96,1.0,1.0,0.0,16.0,0
Ifeanyichukwu,France,Male,45.0,725.0,269710.64,58437.3,0.0,1.0,0.0,4.0,0
Fennell,Spain,Male,37.0,579.0,10000.0,74493.26000000001,1.0,2.0,1.0,13.0,0
Toscano,Germany,Male,31.0,670.0,295263.08,361788.48,1.0,2.0,1.0,4.0,0
Baryshnikov,Spain,Male,39.0,661.0,275257.96,87625.34,,1.0,0.0,19.0,0
Anayochukwu,Germany,Male,32.0,509.0,,53292.4,1.0,1.0,1.0,28.0,0
Barese,France,Male,39.0,541.0,10000.0,49646.04,1.0,2.0,0.0,22.0,0
McCulloch,Spain,Female,35.0,634.0,10000.0,175268.82,1.0,1.0,0.0,31.0,0
Ferguson,France,Female,42.0,670.0,234667.26,141413.72,1.0,1.0,1.0,19.0,0
Abrego,Germany,Female,23.0,702.0,207550.46,239207.92,1.0,1.0,0.0,22.0,0
Vincent,Spain,Male,41.0,627.0,211761.52,279330.5,0.0,1.0,1.0,16.0,0
Jackson,France,Female,59.0,717.0,10000.0,351057.26,1.0,2.0,1.0,13.0,0
Downie,France,Female,38.0,660.0,231141.56,401813.18,1.0,2.0,0.0,16.0,0
Macleod,France,Male,55.0,587.0,10000.0,139186.14,1.0,1.0,0.0,28.0,0
Lu,,Male,26.0,466.0,323631.42,284952.18,1.0,1.0,1.0,10.0,0
Williams,France,Female,39.0,711.0,314925.58,190611.94,1.0,1.0,0.0,10.0,0
Thompson,France,Male,25.0,617.0,215171.76,240774.8,1.0,2.0,1.0,4.0,0
Perrodin,France,Male,34.0,589.0,10000.0,365793.84,1.0,,1.0,19.0,0
Hs?,Spain,Female,76.0,596.0,278416.5,36910.86,1.0,1.0,1.0,28.0,0
Gordon,Spain,Female,57.0,525.0,301930.66,138896.72,1.0,1.0,1.0,7.0,0
Craig,France,Male,34.0,,321947.76,318417.92,1.0,1.0,0.0,25.0,0
Carter,Spain,Male,39.0,568.0,10000.0,269139.84,1.0,2.0,1.0,16.0,0
Tai,France,Male,30.0,671.0,10000.0,,0.0,1.0,1.0,7.0,0
Aparicio,Spain,Female,,699.0,327267.22,397571.74,1.0,1.0,0.0,1.0,0
Marchesi,,Female,32.0,510.0,10000.0,67030.34,0.0,2.0,1.0,4.0,0
Sugden,France,Male,28.0,559.0,292198.86,41214.54,1.0,1.0,1.0,10.0,0
Chiemenam,Spain,Male,43.0,542.0,,189086.5,1.0,1.0,0.0,19.0,0
Greco,France,Female,37.0,,312211.36,291869.14,1.0,1.0,1.0,4.0,0
Ozerova,France,Male,31.0,630.0,10000.0,78950.28,1.0,2.0,1.0,,0
Chukwufumnanya,Spain,Male,50.0,829.0,10000.0,366917.72,0.0,2.0,,22.0,0
Bukowski,France,Female,37.0,700.0,10000.0,44081.64,1.0,2.0,0.0,,0
Dyer,France,Female,45.0,811.0,10000.0,302246.38,1.0,2.0,1.0,16.0,0
De Luca,France,Male,,556.0,10000.0,395502.36,1.0,2.0,1.0,31.0,0
Milne,Germany,Female,72.0,597.0,259956.38,24288.92,1.0,2.0,,19.0,0
Yeh,Spain,Male,41.0,772.0,202064.44,161651.14,1.0,1.0,1.0,31.0,0
Caldwell,Spain,Female,23.0,748.0,181200.16,278155.42,0.0,1.0,0.0,25.0,0
Findlay,Spain,Male,37.0,579.0,314425.76,250438.28,0.0,2.0,0.0,16.0,0
Law,France,Female,24.0,636.0,10000.0,87661.44,0.0,2.0,1.0,28.0,0
Wan,Spain,Male,31.0,577.0,10000.0,402790.5,1.0,1.0,,19.0,0
Montague,Spain,Male,39.0,481.0,232466.18,257990.3,1.0,1.0,1.0,4.0,0
Komar,Spain,Female,29.0,581.0,10000.0,103470.38,1.0,2.0,0.0,25.0,0
Iqbal,France,Male,38.0,716.0,10000.0,389357.4,1.0,2.0,0.0,13.0,0
Lu,,Male,26.0,466.0,323631.42,284952.18,1.0,1.0,1.0,10.0,0
Ku,France,Female,36.0,690.0,230960.96,172584.66,0.0,1.0,0.0,19.0,0
Upjohn,France,Male,38.0,678.0,10000.0,143123.2,1.0,2.0,0.0,10.0,0
Mays,Germany,Female,33.0,647.0,347120.92,190540.32,0.0,2.0,0.0,10.0,0
Chu,Spain,Female,26.0,736.0,281778.26,341384.06,1.0,1.0,1.0,13.0,0
Capon,France,,34.0,812.0,217636.86,342076.54,1.0,,1.0,16.0,0
Nock,France,Female,45.0,703.0,10000.0,147663.44,1.0,2.0,1.0,22.0,0
Baxter,France,Female,43.0,776.0,10000.0,334275.0,0.0,2.0,1.0,13.0,0
Chukwunonso,Spain,Female,39.0,773.0,10000.0,374162.9,0.0,2.0,1.0,13.0,0
Tien,France,Female,34.0,850.0,10000.0,113838.08,0.0,2.0,0.0,7.0,0
Avdeeva,France,Male,62.0,732.0,10000.0,60877.74,1.0,2.0,1.0,,0
Rozhkova,France,Male,36.0,596.0,10000.0,34134.78,1.0,2.0,1.0,7.0,0
Galkin,Spain,Male,38.0,645.0,146159.6,342529.78,0.0,1.0,1.0,4.0,0
Kay,France,Female,28.0,657.0,10000.0,20355.24,0.0,2.0,1.0,22.0,0
Chiu,Germany,Male,38.0,712.0,275535.32,128231.54,1.0,2.0,1.0,22.0,0
Adams,Spain,Male,,570.0,242199.64,306175.24,1.0,1.0,1.0,,0
Mackey,France,Male,33.0,520.0,322595.16,342205.22,1.0,2.0,1.0,13.0,0
Goliwe,France,Female,28.0,515.0,10000.0,198283.5,0.0,2.0,0.0,28.0,0
Manfrin,Germany,Male,33.0,643.0,207260.62,90501.64,1.0,2.0,1.0,22.0,0
Ch'in,France,Male,36.0,818.0,10000.0,26074.06,1.0,2.0,1.0,13.0,0
Padilla,Germany,Male,28.0,719.0,222140.58,377786.62,1.0,2.0,1.0,10.0,0
Iroawuchi,Germany,Female,25.0,524.0,272804.42,397336.98,0.0,1.0,0.0,22.0,0
Molineux,France,,25.0,735.0,193437.6,66822.45999999999,0.0,,0.0,10.0,0
Soto,France,Female,45.0,634.0,10000.0,296916.62,1.0,1.0,1.0,7.0,0
Palerma,France,,35.0,,173903.48,241337.06,1.0,2.0,0.0,7.0,0
Donaldson,France,Female,31.0,660.0,354651.34,,0.0,1.0,1.0,19.0,0
Li,Germany,Male,29.0,524.0,298575.2,74126.6,1.0,2.0,0.0,28.0,0
McClinton,Spain,Male,34.0,590.0,141624.7,330692.6,0.0,2.0,1.0,1.0,0
Kazantseva,France,Female,29.0,647.0,206526.92,339435.9,1.0,2.0,0.0,1.0,0
Hsu,France,Female,,596.0,183092.58,273537.96,0.0,1.0,1.0,31.0,0
Conway,Spain,Female,54.0,639.0,,117687.42,1.0,2.0,1.0,7.0,0
Simpson,Spain,Male,37.0,469.0,203552.98,249781.72,1.0,1.0,1.0,28.0,0
Knight,France,Male,50.0,593.0,353481.38,51787.22,0.0,1.0,0.0,19.0,0
Chieloka,France,Male,37.0,750.0,10000.0,43740.4,,2.0,0.0,10.0,0
Torres,Spain,Male,27.0,714.0,10000.0,268260.18,1.0,3.0,1.0,10.0,0
Bazarova,France,Male,33.0,752.0,10000.0,89141.56,1.0,2.0,1.0,13.0,0
Ts'ui,France,Female,24.0,623.0,10000.0,242320.08,1.0,2.0,0.0,16.0,0
Horton,France,Female,27.0,677.0,10000.0,239371.84,0.0,2.0,1.0,7.0,0
Gibson,,Male,28.0,660.0,246804.5,,1.0,2.0,0.0,4.0,0
Palerma,France,Female,58.0,689.0,10000.0,109697.72,0.0,2.0,1.0,16.0,0
Elmore,Germany,Male,32.0,756.0,229056.32,122352.62,1.0,2.0,1.0,1.0,0
Moody,Spain,Male,29.0,790.0,102115.92,389555.32,1.0,2.0,1.0,10.0,0
Onwughara,Germany,Female,33.0,797.0,177111.16,149534.28,0.0,1.0,0.0,,0
Woolnough,France,Male,44.0,796.0,,124411.1,1.0,1.0,1.0,25.0,0
Butusov,France,Female,31.0,650.0,331132.22,64147.62,0.0,2.0,0.0,4.0,0
Nkemakonam,Germany,,33.0,714.0,,117334.16,1.0,1.0,0.0,10.0,0
Miah,France,Female,35.0,617.0,219016.2,,1.0,1.0,1.0,7.0,0
Ikemefuna,Germany,Female,30.0,679.0,165899.38,252302.92,1.0,1.0,1.0,13.0,0
Otutodilichukwu,Germany,Female,32.0,526.0,273877.84,13591.86,1.0,2.0,1.0,19.0,0
Endrizzi,France,Male,32.0,496.0,265691.66000000003,142938.4,,1.0,0.0,13.0,0
Shcherbakov,France,,,,10000.0,18585.44,1.0,2.0,0.0,28.0,0
Yermakov,France,Male,27.0,623.0,251019.62,294340.88,0.0,1.0,0.0,13.0,0
Wu,France,Male,40.0,748.0,200594.22,353031.68,0.0,1.0,0.0,10.0,0
Palerma,,,42.0,715.0,186241.94,52666.44,1.0,2.0,1.0,,0
Chiazagomekpere,France,Female,38.0,645.0,212860.6,18800.64,0.0,2.0,1.0,16.0,0
Nwagugheuzo,France,Male,37.0,734.0,170775.62,164545.24,0.0,1.0,1.0,10.0,0
Padovesi,France,Female,46.0,550.0,10000.0,271180.7,1.0,2.0,0.0,22.0,0
Odell,,Male,29.0,842.0,10000.0,256874.1,1.0,2.0,1.0,25.0,0
Birnie,France,Female,32.0,715.0,10000.0,131814.97999999998,1.0,2.0,0.0,31.0,0
Eluemuno,France,Male,33.0,733.0,10000.0,25333.46,1.0,1.0,1.0,10.0,0
Flynn,France,Female,33.0,683.0,10000.0,87568.84,1.0,2.0,1.0,28.0,0
McWilliam,Spain,Female,33.0,534.0,312467.24,408673.26,0.0,1.0,0.0,10.0,0
Rizzo,France,Female,39.0,626.0,10000.0,176590.18,1.0,2.0,,1.0,0
Trujillo,Spain,Female,49.0,599.0,10000.0,232381.06,1.0,2.0,0.0,7.0,0
Wu,France,Female,63.0,612.0,262946.66000000003,305091.3,0.0,1.0,,7.0,0
Perkins,France,Male,35.0,633.0,10000.0,141350.94,1.0,2.0,,31.0,0
Serrano,Germany,Female,28.0,706.0,259846.7,110598.28,1.0,2.0,1.0,19.0,0
Trentino,Spain,Female,36.0,649.0,183214.78,49650.18,0.0,,0.0,19.0,0
Liu,Germany,Male,41.0,849.0,179244.26,406144.32,1.0,1.0,1.0,31.0,0
Olisanugo,France,Male,37.0,650.0,223934.36,58990.06,0.0,1.0,0.0,16.0,0
Medvedeva,Spain,Female,35.0,588.0,10000.0,227478.3,1.0,2.0,1.0,22.0,0
Moore,France,Male,41.0,653.0,215536.84,121327.7,1.0,1.0,0.0,25.0,0
Chung,France,Male,28.0,569.0,10000.0,157954.46,1.0,2.0,0.0,22.0,0
Somadina,Spain,Male,,731.0,212087.26,394351.04,1.0,1.0,1.0,28.0,0
Ugochukwutubelum,Germany,Female,32.0,594.0,250149.94,335923.58,1.0,2.0,1.0,13.0,0
Hunt,Germany,Female,42.0,669.0,217746.78,307223.04,1.0,1.0,0.0,4.0,0
Martin,Spain,Female,39.0,734.0,195273.92,261342.58,1.0,2.0,1.0,10.0,0
Chinweike,Germany,Male,39.0,789.0,259656.92,258822.16,1.0,2.0,1.0,22.0,0
Bell,France,Male,32.0,694.0,193912.98,129923.62,,1.0,1.0,1.0,0
Kerr,Spain,Male,41.0,684.0,249565.44,250569.34,0.0,2.0,0.0,7.0,0
Tinline,France,Male,30.0,543.0,291833.62,325422.36,1.0,1.0,0.0,13.0,0
Ts'ai,France,Female,30.0,680.0,292883.5,42557.94,1.0,1.0,1.0,25.0,0
Henderson,France,Male,43.0,630.0,10000.0,78676.08,1.0,2.0,1.0,,0
Milani,France,Male,52.0,714.0,211511.32,383550.5,1.0,1.0,1.0,13.0,0
Thomson,Germany,Male,43.0,634.0,435392.64,240537.72,1.0,1.0,0.0,10.0,0
Trentino,Spain,Female,36.0,649.0,183214.78,49650.18,0.0,,0.0,19.0,0
Liao,Spain,Female,38.0,824.0,10000.0,395600.5,1.0,2.0,0.0,10.0,0
Chiu,France,Female,72.0,783.0,252431.8,220412.96,1.0,2.0,1.0,16.0,0
Mitchell,France,Female,42.0,671.0,10000.0,404404.96,1.0,2.0,0.0,19.0,0
Zakharov,France,Male,41.0,590.0,188172.62,58999.94,1.0,1.0,0.0,4.0,0
Tucker,Germany,Female,44.0,644.0,222045.46,307454.84,0.0,,0.0,25.0,0
Ko,Germany,Male,31.0,405.0,276599.34,155900.28,1.0,,1.0,16.0,0
Wyatt,France,Female,32.0,468.0,285298.94,407428.58,0.0,1.0,0.0,25.0,0
Pagnotto,France,Male,37.0,561.0,10000.0,176186.5,1.0,2.0,0.0,16.0,0
Storey,Spain,Male,44.0,613.0,211049.38,104597.9,1.0,1.0,1.0,28.0,0
Chinedum,,Male,34.0,726.0,10000.0,402576.92,1.0,2.0,0.0,10.0,0
Leonard,France,Male,38.0,670.0,10000.0,165728.82,1.0,2.0,1.0,22.0,0
Chao,France,,18.0,738.0,10000.0,105598.3,1.0,2.0,1.0,13.0,0
Keating,France,Male,37.0,502.0,10000.0,163285.36,1.0,1.0,1.0,31.0,0
Iqbal,France,Male,38.0,716.0,10000.0,389357.4,1.0,2.0,0.0,13.0,0
Brown,Germany,Male,36.0,702.0,191120.96,358537.74,1.0,2.0,0.0,28.0,0
Soares,France,Female,72.0,635.0,159625.68,64896.66,0.0,1.0,1.0,13.0,0
Loggia,France,Female,62.0,624.0,260327.24,312823.0,1.0,2.0,1.0,22.0,0
Pisani,France,Male,59.0,602.0,10000.0,334694.1,1.0,2.0,1.0,22.0,0
Verco,France,Female,35.0,571.0,10000.0,179138.26,0.0,2.0,0.0,25.0,0
Nicholson,France,Female,40.0,583.0,121552.78,63840.86,1.0,2.0,0.0,13.0,0
Hicks,Germany,Female,42.0,588.0,338615.54,106996.38,1.0,1.0,0.0,7.0,0
Unwin,France,Female,34.0,665.0,145633.44,69283.16,1.0,1.0,1.0,16.0,0
Lombardi,Spain,Male,37.0,564.0,210504.36,302067.04,1.0,1.0,1.0,28.0,0
Nkemjika,Spain,Male,45.0,576.0,277236.02,280489.74,0.0,,0.0,16.0,0
Arnold,France,Male,40.0,609.0,10000.0,204832.68,1.0,2.0,1.0,19.0,0
Archer,Spain,Male,50.0,658.0,10000.0,,1.0,2.0,0.0,7.0,0
Marchesi,Germany,Male,31.0,694.0,293978.54,62233.64,1.0,2.0,0.0,13.0,0
Nnachetam,Spain,,32.0,707.0,10000.0,262951.58,1.0,2.0,0.0,28.0,0
Longstaff,France,Male,30.0,824.0,277268.04,334107.84,1.0,1.0,1.0,1.0,0
Ellis,Spain,Male,44.0,,133382.9,116175.96,1.0,1.0,1.0,19.0,0
Lombardi,France,Male,38.0,518.0,,334609.18,0.0,1.0,1.0,10.0,0
Nebechukwu,France,Male,45.0,674.0,294144.04,84026.58,1.0,1.0,0.0,22.0,0
Millar,France,Female,52.0,586.0,291801.94,144577.78,1.0,1.0,1.0,19.0,0
Barclay-Harvey,France,Male,,599.0,220887.36,252249.06,,1.0,1.0,28.0,0
Tang,Germany,Female,42.0,783.0,289414.56,14300.44,1.0,1.0,0.0,7.0,0
DeRose,France,Male,39.0,492.0,10000.0,152646.46,0.0,2.0,1.0,22.0,0
Chia,France,Male,21.0,623.0,10000.0,281702.6,0.0,2.0,1.0,31.0,0
Anderson,France,Male,37.0,628.0,10000.0,353415.86,1.0,2.0,1.0,,0
Onuchukwu,France,Female,25.0,602.0,10000.0,212548.34,1.0,2.0,1.0,1.0,0
Oguejiofor,France,Male,53.0,717.0,10000.0,205229.74,0.0,2.0,1.0,19.0,0
Konovalova,France,Male,,635.0,303533.44,338714.2,0.0,2.0,1.0,4.0,0
Chu,France,Male,47.0,707.0,10000.0,358606.58,1.0,2.0,0.0,10.0,0
Manners,Germany,Male,41.0,643.0,319805.32,109334.56,1.0,1.0,1.0,22.0,0
Tardent,France,Male,38.0,493.0,278013.54,189156.64,1.0,1.0,0.0,10.0,0
Solomon,Germany,Female,29.0,778.0,256458.92,372442.18,,1.0,,22.0,0
Crumbley,France,Male,27.0,605.0,10000.0,406183.62,1.0,2.0,0.0,28.0,0
Tochukwu,Germany,Female,25.0,553.0,267048.38,51364.92,1.0,2.0,0.0,22.0,0
Fowler,France,Male,33.0,740.0,269149.96,256600.76,1.0,1.0,1.0,4.0,0
Sievier,Germany,Female,26.0,638.0,220499.52,56982.18,1.0,2.0,1.0,4.0,0
Wilkinson,France,Female,29.0,638.0,216835.48,40672.8,1.0,1.0,1.0,28.0,0
Lu,Spain,Male,30.0,663.0,10000.0,212742.1,1.0,3.0,0.0,13.0,0
Townsend,Spain,,,624.0,,,1.0,2.0,1.0,16.0,0
Cartwright,Germany,Male,35.0,683.0,299923.94,63593.46,0.0,1.0,1.0,16.0,0
Williamson,Spain,Male,37.0,592.0,10000.0,31313.78,1.0,3.0,1.0,28.0,0
Trevisano,France,Female,45.0,535.0,10000.0,351243.1,0.0,2.0,1.0,7.0,0
Fallaci,Spain,Male,36.0,557.0,,206826.2,1.0,1.0,0.0,4.0,0
Chiawuotu,Germany,Female,62.0,584.0,285454.68,252205.8,0.0,2.0,1.0,28.0,0
Doherty,Germany,Male,30.0,726.0,195695.18,302308.12,1.0,1.0,0.0,,0
T'ien,Germany,Male,40.0,729.0,237149.22,216792.16,1.0,2.0,0.0,,0
Poole,Germany,Female,33.0,,248556.88,404296.48,,1.0,1.0,28.0,0
Ginikanwa,Germany,Male,31.0,565.0,189116.78,18883.08,1.0,2.0,1.0,7.0,0
She,Germany,Male,31.0,,303174.6,189749.64,1.0,1.0,1.0,13.0,0
Walker,France,,63.0,486.0,204018.3,,1.0,,1.0,28.0,0
Calabrese,France,Male,35.0,687.0,10000.0,30668.1,1.0,2.0,,25.0,0
Ogbonnaya,France,Male,33.0,705.0,298855.92,,1.0,2.0,0.0,10.0,0
Cremonesi,France,Female,33.0,602.0,10000.0,235857.48,1.0,2.0,1.0,25.0,0
Ko,France,Male,40.0,748.0,10000.0,130833.52,0.0,1.0,0.0,1.0,0
Whittaker,Spain,Male,55.0,650.0,249236.84,69722.26000000001,1.0,1.0,1.0,28.0,0
Korovin,Spain,Female,50.0,722.0,274177.18,266524.28,1.0,1.0,1.0,13.0,0
Williams,France,Female,31.0,640.0,,107281.54,1.0,1.0,0.0,,0
Rose,France,Male,67.0,663.0,10000.0,154637.54,1.0,3.0,1.0,28.0,0
Pauley,France,Male,38.0,656.0,10000.0,283043.64,1.0,1.0,1.0,31.0,0
Ferri,France,Male,39.0,742.0,290009.92,195971.56,1.0,1.0,1.0,25.0,0
Allard,Spain,Male,22.0,710.0,10000.0,209290.08,0.0,2.0,0.0,25.0,0
Chioke,France,,38.0,,294526.9,77460.86,0.0,1.0,1.0,19.0,0
Carpenter,France,Male,42.0,811.0,10000.0,17595.58,1.0,2.0,1.0,31.0,0
Hargreaves,France,Female,31.0,542.0,10000.0,240435.18,1.0,2.0,1.0,10.0,0
Yuriev,Germany,Male,70.0,775.0,249369.76,159064.04,1.0,2.0,1.0,19.0,0
Ch'ien,Spain,Female,45.0,617.0,10000.0,296596.12,1.0,1.0,0.0,4.0,0
Lung,France,Female,33.0,697.0,184695.4,355049.02,1.0,1.0,0.0,4.0,0
Gallo,France,Female,30.0,799.0,10000.0,283655.92,1.0,2.0,0.0,28.0,0
O'Callaghan,Germany,Female,28.0,559.0,314529.62,138484.62,0.0,1.0,0.0,10.0,0
Pugliesi,Germany,Male,37.0,795.0,288531.26,407491.88,1.0,2.0,1.0,7.0,0
Brooks,France,Female,33.0,530.0,268614.64,355860.56,1.0,1.0,1.0,13.0,0
Porter,Germany,Male,36.0,741.0,243986.86,347632.44,1.0,2.0,0.0,25.0,0
Alexander,France,Female,33.0,666.0,304459.3,122820.34,1.0,1.0,1.0,7.0,0
Pisani,France,Female,34.0,577.0,10000.0,178066.7,1.0,2.0,1.0,7.0,0
Smith,France,Female,73.0,743.0,10000.0,225734.76,0.0,2.0,1.0,19.0,0
Woodward,Germany,Male,,766.0,243645.4,405286.48,0.0,1.0,0.0,,0
Aleksandrova,France,Male,,552.0,10000.0,275094.04,0.0,2.0,0.0,25.0,0
Davies,Germany,Male,41.0,701.0,338092.2,108811.86,1.0,1.0,0.0,28.0,0
Panicucci,Spain,Female,35.0,520.0,241361.62,190561.4,1.0,1.0,1.0,13.0,0
Chiemela,Spain,Male,36.0,675.0,222381.1,55988.64,0.0,1.0,1.0,28.0,0
Padilla,Germany,Male,28.0,719.0,222140.58,377786.62,1.0,2.0,1.0,10.0,0
Sabbatini,,Male,41.0,,10000.0,208272.98,1.0,2.0,1.0,19.0,0
Hackett,Germany,Female,50.0,679.0,275196.76,378035.96,1.0,2.0,1.0,19.0,0
Tien,Germany,Male,51.0,773.0,242395.3,183402.8,1.0,,1.0,25.0,0
Bowen,Spain,Male,35.0,733.0,215836.76,101919.72,1.0,1.0,1.0,25.0,0
Burns,Germany,Male,29.0,505.0,301083.12,126039.9,1.0,2.0,1.0,10.0,0
McWilliam,Spain,Female,33.0,534.0,312467.24,408673.26,0.0,1.0,0.0,10.0,0
Sutherland,Spain,Male,25.0,730.0,344771.62,122615.02,1.0,1.0,1.0,16.0,0
Burns,Spain,Male,29.0,649.0,100044.46,356991.54,1.0,1.0,1.0,7.0,0
Schroeder,France,Male,,541.0,265009.14,182347.84,0.0,1.0,0.0,22.0,0
Forbes,France,Female,32.0,799.0,222091.84,45876.0,1.0,2.0,1.0,10.0,0
Jideofor,France,Female,40.0,707.0,,92105.64,1.0,2.0,0.0,,0
Kosisochukwu,Spain,,25.0,634.0,10000.0,26455.82,1.0,2.0,1.0,28.0,0
Cran,Spain,Male,26.0,582.0,141696.72,70298.42,1.0,,0.0,13.0,0
Blackburn,Spain,Male,41.0,604.0,10000.0,33639.68,0.0,1.0,0.0,10.0,0
She,France,Female,41.0,508.0,10000.0,198341.68,1.0,2.0,1.0,16.0,0
Butcher,France,Female,42.0,701.0,182335.64,316684.76,1.0,1.0,0.0,19.0,0
Peacock,Germany,Female,47.0,601.0,295604.04,,1.0,1.0,1.0,4.0,0
Talbot,Spain,Female,37.0,673.0,10000.0,174702.12,0.0,2.0,0.0,1.0,0
Grant,Spain,,28.0,604.0,10000.0,148112.52,1.0,,1.0,19.0,0
Robinson,Spain,Female,55.0,689.0,10000.0,126884.5,1.0,2.0,1.0,13.0,0
Chiemela,Germany,Female,61.0,445.0,285310.62,69819.68,0.0,1.0,1.0,,0
Ch'ien,France,Male,65.0,673.0,10000.0,181466.66,1.0,1.0,1.0,1.0,0
Rowntree,France,Female,43.0,718.0,196286.78,345109.72,1.0,1.0,0.0,1.0,0
Morgan,,Female,32.0,754.0,10000.0,189041.5,1.0,2.0,0.0,22.0,0
Walker,France,Female,28.0,792.0,270285.58,86381.56,1.0,1.0,0.0,13.0,0
Trevisani,Germany,Male,41.0,,251173.08,50982.3,0.0,1.0,1.0,25.0,0
Gleeson,France,Male,35.0,564.0,10000.0,327875.1,1.0,1.0,0.0,13.0,0
Martin,France,Female,30.0,692.0,10000.0,47652.68,1.0,2.0,,22.0,0
Davies,Germany,Female,41.0,783.0,223281.0,363891.92,1.0,1.0,0.0,16.0,0
Lindeman,Spain,Female,39.0,679.0,192375.8,22150.72,0.0,1.0,1.0,22.0,0
Mitchell,Spain,Male,44.0,553.0,10000.0,31578.6,1.0,1.0,,13.0,0
Swearingen,Germany,Female,41.0,,178226.82,405097.26,1.0,1.0,,7.0,0
Shih,France,Female,40.0,550.0,238709.9,118037.86,1.0,1.0,0.0,22.0,0
Reyes,France,Male,38.0,709.0,10000.0,172904.58,1.0,2.0,1.0,16.0,0
Milanesi,France,Female,32.0,659.0,321168.42,317325.76,0.0,1.0,1.0,7.0,0
George,Spain,Female,33.0,714.0,216242.66,109344.02,1.0,2.0,1.0,31.0,0
Kaeppel,Spain,Female,29.0,850.0,10000.0,405993.3,1.0,2.0,1.0,4.0,0
Korovin,Spain,Female,36.0,686.0,10000.0,315958.28,1.0,2.0,,16.0,0
Chiwetelu,France,Male,29.0,635.0,220811.94,309707.78,1.0,1.0,1.0,22.0,0
Wilhelm,France,Male,37.0,544.0,178993.42,169944.18,0.0,1.0,0.0,10.0,0
Huie,France,Male,38.0,690.0,198912.0,120068.04,0.0,2.0,1.0,4.0,0
Efremova,France,Male,34.0,653.0,247677.5,115640.26,1.0,,1.0,,0
